hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,7,2024,1754,124,1.1,1.9,0.7,7.4,3.6,3.8,2.7,9.5,4.9
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,8,2024,1731,122,1.0,1.8,0.7,7.2,3.5,3.6,2.6,9.2,4.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,9,2024,1715,121,1.0,1.8,0.7,7.1,3.5,3.6,2.6,9.1,4.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,10,2024,1742,123,1.0,1.9,0.7,7.3,3.6,3.7,2.7,9.3,4.8
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,11,2024,1725,121,1.0,1.8,0.7,7.1,3.5,3.6,2.6,9.2,4.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,12,2024,1762,125,1.1,1.9,0.8,7.5,3.6,3.9,2.8,9.6,5.0
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,1,2025,1738,122,0.9,1.6,0.6,6.6,3.3,3.3,2.3,8.5,4.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,1,2024,1612,113,1.6,2.8,1.2,9.7,4.5,6.1,4.6,13.5,6.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,2,2024,1573,110,1.5,2.7,1.1,9.3,4.4,5.8,4.4,13.0,6.2
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,3,2024,1647,116,1.7,2.9,1.2,10.1,4.6,6.4,4.8,14.0,6.6
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,4,2024,1623,114,1.6,2.8,1.2,9.9,4.5,6.2,4.7,13.7,6.5
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,5,2024,1634,115,1.7,2.9,1.2,10.0,4.6,6.3,4.7,13.8,6.5
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,6,2024,1593,112,1.5,2.7,1.1,9.5,4.4,5.9,4.5,13.2,6.3
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,7,2024,1641,115,1.7,2.9,1.2,10.0,4.6,6.3,4.8,13.9,6.6
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,8,2024,1619,114,1.6,2.8,1.2,9.8,4.5,6.2,4.7,13.6,6.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,9,2024,1604,113,1.6,2.8,1.1,9.6,4.5,6.0,4.6,13.4,6.3
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,10,2024,1630,115,1.6,2.9,1.2,9.9,4.6,6.3,4.7,13.8,6.5
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,11,2024,1614,113,1.6,2.8,1.2,9.7,4.5,6.1,4.6,13.5,6.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,12,2024,1650,117,1.7,3.0,1.3,10.2,4.7,6.5,4.9,14.1,6.7
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,1,2025,1625,114,1.4,2.6,1.0,9.1,4.3,5.6,4.2,12.7,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,1,2024,1289,90,1.4,2.4,1.0,8.9,4.1,5.2,3.9,12.1,5.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,2,2024,1257,88,1.3,2.3,0.9,8.6,4.0,5.0,3.7,11.7,5.6
H016,Hospital CIMA,Costa Rica,San José,San José Province,3,2024,1317,93,1.5,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,4,2024,1296,91,1.4,2.4,1.0,9.0,4.1,5.3,3.9,12.3,5.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,5,2024,1306,92,1.4,2.5,1.0,9.1,4.2,5.3,4.0,12.4,5.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,6,2024,1273,89,1.3,2.3,0.9,8.7,4.1,5.1,3.8,11.9,5.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,7,2024,1312,92,1.5,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H016,Hospital CIMA,Costa Rica,San José,San José Province,8,2024,1292,91,1.4,2.4,1.0,9.0,4.1,5.2,3.9,12.2,5.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,9,2024,1280,90,1.4,2.4,1.0,8.8,4.1,5.1,3.8,12.0,5.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,10,2024,1303,91,1.4,2.5,1.0,9.1,4.2,5.3,4.0,12.3,5.9
H016,Hospital CIMA,Costa Rica,San José,San José Province,11,2024,1290,90,1.4,2.4,1.0,8.9,4.1,5.2,3.9,12.1,5.8
H016,Hospital CIMA,Costa Rica,San José,San José Province,12,2024,1320,93,1.5,2.6,1.1,9.3,4.3,5.5,4.2,12.6,6.1
H016,Hospital CIMA,Costa Rica,San José,San José Province,1,2025,1298,91,1.2,2.2,0.9,8.3,3.9,4.8,3.5,11.4,5.5
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,1,2024,1034,72,1.5,2.6,1.1,9.4,4.3,5.6,4.2,12.8,6.1
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,2,2024,1008,70,1.4,2.5,1.0,9.0,4.2,5.3,4.0,12.3,5.9
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,3,2024,1056,74,1.6,2.7,1.1,9.7,4.4,5.8,4.4,13.3,6.3
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,4,2024,1040,73,1.5,2.6,1.1,9.5,4.3,5.7,4.3,13.0,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,5,2024,1048,73,1.6,2.7,1.1,9.6,4.4,5.7,4.3,13.1,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,6,2024,1020,71,1.4,2.5,1.0,9.2,4.2,5.4,4.1,12.5,6.0
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,7,2024,1052,73,1.6,2.7,1.1,9.7,4.4,5.8,4.3,13.2,6.3
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,8,2024,1037,72,1.5,2.6,1.1,9.5,4.3,5.6,4.2,12.9,6.1
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,9,2024,1026,72,1.5,2.6,1.0,9.3,4.3,5.5,4.2,12.6,6.0
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,10,2024,1045,73,1.5,2.7,1.1,9.6,4.4,5.7,4.3,13.1,6.2
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,11,2024,1035,72,1.5,2.6,1.1,9.4,4.3,5.6,4.2,12.8,6.1
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,12,2024,1059,75,1.6,2.8,1.2,9.8,4.5,5.9,4.5,13.4,6.4
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,1,2025,1042,73,1.4,2.4,1.0,8.8,4.1,5.2,3.9,12.0,5.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2024,789,54,4.1,6.7,3.4,18.3,7.4,15.2,10.1,26.5,10.6
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,2,2024,756,51,3.8,6.4,3.2,17.7,7.1,14.6,9.7,25.6,10.2
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,3,2024,817,56,4.3,6.9,3.5,18.9,7.7,15.8,10.5,27.4,11.0
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,4,2024,800,55,4.2,6.8,3.5,18.6,7.6,15.5,10.3,27.0,10.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,5,2024,807,56,4.2,6.8,3.5,18.7,7.6,15.6,10.4,27.1,10.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,6,2024,773,53,4.0,6.5,3.3,18.0,7.3,14.9,9.9,26.1,10.4
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,7,2024,813,56,4.3,6.9,3.5,18.8,7.7,15.7,10.4,27.3,10.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,8,2024,796,55,4.1,6.7,3.4,18.4,7.5,15.3,10.2,26.7,10.7
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,9,2024,784,54,4.0,6.6,3.3,18.2,7.4,15.1,10.0,26.4,10.5
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,10,2024,804,55,4.2,6.8,3.5,18.7,7.6,15.6,10.3,27.1,10.8
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,11,2024,791,54,4.1,6.7,3.4,18.4,7.5,15.2,10.1,26.6,10.6
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,12,2024,820,57,4.4,7.0,3.6,19.0,7.8,15.9,10.6,27.5,11.1
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,1,2025,802,55,3.8,6.3,3.1,17.3,7.0,14.3,9.5,25.2,10.0
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2024,1734,122,2.0,3.4,1.6,11.6,5.1,7.7,6.0,16.2,7.3
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,2,2024,1693,119,1.9,3.3,1.5,11.2,5.0,7.4,5.8,15.7,7.1
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,3,2024,1770,125,2.1,3.5,1.6,12.0,5.2,8.0,6.2,16.7,7.5
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,4,2024,1743,123,2.0,3.4,1.6,11.8,5.1,7.8,6.1,16.4,7.4
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,5,2024,1755,124,2.0,3.5,1.6,11.9,5.2,7.9,6.1,16.5,7.4
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,6,2024,1712,121,1.9,3.3,1.5,11.4,5.0,7.5,5.9,15.9,7.2
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,7,2024,1765,124,2.1,3.5,1.6,11.9,5.2,8.0,6.2,16.6,7.5
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,8,2024,1740,123,2.0,3.4,1.6,11.7,5.1,7.8,6.0,16.3,7.3
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,9,2024,1724,122,1.9,3.4,1.5,11.5,5.1,7.6,5.9,16.1,7.2
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,10,2024,1752,124,2.0,3.5,1.6,11.8,5.2,7.9,6.1,16.5,7.4
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,11,2024,1736,122,2.0,3.4,1.6,11.7,5.1,7.7,6.0,16.2,7.3
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,12,2024,1773,126,2.1,3.6,1.7,12.1,5.3,8.1,6.3,16.8,7.6
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2025,1747,123,1.8,3.2,1.4,11.0,4.9,7.2,5.6,15.4,7.0
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,1,2024,2156,151,2.2,3.8,1.7,12.1,5.3,8.2,6.3,16.8,7.6
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,2,2024,2104,147,2.1,3.6,1.6,11.7,5.2,7.9,6.0,16.3,7.4
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,3,2024,2202,155,2.3,3.9,1.8,12.5,5.5,8.6,6.6,17.4,7.9
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,4,2024,2168,153,2.2,3.8,1.7,12.3,5.4,8.4,6.4,17.1,7.7
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,5,2024,2184,154,2.3,3.9,1.8,12.4,5.4,8.5,6.5,17.2,7.8
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,6,2024,2130,150,2.1,3.7,1.7,11.9,5.3,8.0,6.2,16.5,7.5
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,7,2024,2196,154,2.3,3.9,1.8,12.4,5.5,8.5,6.6,17.3,7.8
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,8,2024,2164,152,2.2,3.8,1.7,12.2,5.3,8.3,6.4,17.0,7.7
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,9,2024,2143,151,2.2,3.7,1.7,12.0,5.3,8.1,6.3,16.7,7.6
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,10,2024,2180,153,2.2,3.8,1.7,12.3,5.4,8.4,6.5,17.1,7.7
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,11,2024,2158,151,2.2,3.8,1.7,12.1,5.3,8.2,6.3,16.9,7.6
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,12,2024,2205,156,2.4,4.0,1.8,12.6,5.5,8.7,6.7,17.5,7.9
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,1,2025,2172,153,2.0,3.5,1.5,11.4,5.1,7.7,5.9,16.0,7.3
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,1,2024,1245,87,2.3,4.0,1.8,12.7,5.6,9.0,6.7,17.8,8.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,2,2024,1214,85,2.2,3.9,1.7,12.3,5.5,8.7,6.5,17.3,7.8
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,3,2024,1272,89,2.4,4.1,1.9,13.1,5.8,9.3,6.9,18.4,8.3
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,4,2024,1252,88,2.3,4.0,1.8,12.9,5.7,9.1,6.8,18.1,8.1
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,5,2024,1262,88,2.4,4.1,1.8,13.0,5.7,9.2,6.8,18.2,8.2
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,6,2024,1229,86,2.2,3.9,1.7,12.5,5.5,8.8,6.6,17.5,7.9
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,7,2024,1268,89,2.4,4.1,1.9,13.1,5.8,9.3,6.9,18.3,8.2
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,8,2024,1249,87,2.3,4.0,1.8,12.8,5.6,9.0,6.7,17.9,8.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,9,2024,1237,87,2.3,4.0,1.7,12.6,5.6,8.9,6.6,17.7,7.9
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,10,2024,1259,88,2.3,4.1,1.8,12.9,5.7,9.1,6.8,18.1,8.1
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,11,2024,1247,87,2.3,4.0,1.8,12.8,5.6,9.0,6.7,17.9,8.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,12,2024,1275,90,2.5,4.2,1.9,13.2,5.8,9.4,7.0,18.5,8.4
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,1,2025,1256,88,2.1,3.7,1.6,12.0,5.4,8.5,6.3,17.1,7.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,1,2024,1923,135,1.3,2.3,1.0,8.5,4.0,4.9,3.6,11.8,5.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,2,2024,1876,132,1.2,2.2,0.9,8.2,3.9,4.7,3.4,11.4,5.4
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,3,2024,1964,138,1.4,2.4,1.0,8.8,4.1,5.1,3.7,12.2,5.8
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,4,2024,1935,136,1.3,2.3,1.0,8.6,4.0,5.0,3.6,12.0,5.7
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,5,2024,1949,137,1.3,2.4,1.0,8.7,4.1,5.0,3.7,12.1,5.7
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,6,2024,1899,134,1.2,2.2,0.9,8.3,4.0,4.8,3.5,11.6,5.5
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,7,2024,1959,137,1.4,2.4,1.0,8.8,4.1,5.1,3.7,12.2,5.8
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,8,2024,1931,136,1.3,2.3,1.0,8.6,4.0,4.9,3.6,11.9,5.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,9,2024,1912,135,1.3,2.3,0.9,8.4,4.0,4.8,3.5,11.7,5.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,10,2024,1945,136,1.3,2.3,1.0,8.7,4.0,5.0,3.6,12.0,5.7
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,11,2024,1925,135,1.3,2.3,1.0,8.5,4.0,4.9,3.6,11.8,5.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,12,2024,1967,139,1.4,2.4,1.0,8.9,4.2,5.2,3.8,12.3,5.9
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,1,2025,1938,136,1.2,2.1,0.9,8.0,3.8,4.5,3.3,11.2,5.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,1,2024,1845,129,1.5,2.6,1.1,9.3,4.3,5.7,4.3,13.1,6.2
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,2,2024,1801,127,1.4,2.5,1.0,9.0,4.2,5.5,4.1,12.7,6.0
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,3,2024,1884,133,1.6,2.7,1.1,9.6,4.4,5.9,4.5,13.6,6.4
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,4,2024,1857,131,1.5,2.6,1.1,9.4,4.3,5.8,4.4,13.3,6.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,5,2024,1869,132,1.5,2.7,1.1,9.5,4.4,5.8,4.4,13.4,6.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,6,2024,1823,129,1.4,2.5,1.1,9.1,4.3,5.6,4.2,12.9,6.1
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,7,2024,1879,132,1.6,2.7,1.1,9.6,4.4,5.9,4.5,13.5,6.4
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,8,2024,1853,130,1.5,2.6,1.1,9.4,4.3,5.7,4.3,13.2,6.2
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,9,2024,1835,129,1.5,2.6,1.1,9.2,4.3,5.6,4.3,13.0,6.2
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,10,2024,1865,131,1.5,2.7,1.1,9.5,4.4,5.8,4.4,13.4,6.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,11,2024,1847,130,1.5,2.6,1.1,9.3,4.3,5.7,4.3,13.2,6.2
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,12,2024,1887,134,1.6,2.8,1.2,9.7,4.5,6.0,4.6,13.7,6.5
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,1,2025,1860,131,1.3,2.4,1.0,8.7,4.1,5.3,4.0,12.4,5.9
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,1,2024,1312,92,3.4,5.7,2.8,16.1,6.7,13.2,8.6,23.6,9.6
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,2,2024,1278,89,3.2,5.5,2.7,15.6,6.5,12.7,8.3,22.9,9.3
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,3,2024,1342,95,3.5,5.9,2.9,16.7,6.9,13.7,8.9,24.4,9.9
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,4,2024,1323,93,3.4,5.8,2.9,16.4,6.8,13.4,8.7,24.0,9.8
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,5,2024,1333,94,3.5,5.8,2.9,16.5,6.9,13.6,8.8,24.2,9.8
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,6,2024,1295,91,3.3,5.6,2.8,15.9,6.6,13.0,8.5,23.2,9.5
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,7,2024,1338,94,3.5,5.9,2.9,16.6,6.9,13.6,8.9,24.3,9.9
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,8,2024,1319,92,3.4,5.7,2.8,16.2,6.7,13.3,8.7,23.7,9.7
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,9,2024,1306,92,3.3,5.7,2.8,16.0,6.7,13.1,8.6,23.4,9.6
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,10,2024,1330,93,3.4,5.8,2.9,16.5,6.8,13.5,8.8,24.1,9.8
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,11,2024,1314,92,3.4,5.7,2.8,16.2,6.7,13.2,8.6,23.7,9.6
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,12,2024,1345,96,3.6,6.0,3.0,16.8,7.0,13.8,9.0,24.5,10.0
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,1,2025,1326,93,3.2,5.4,2.6,15.2,6.4,12.4,8.1,22.5,9.2
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,1,2024,1456,102,2.7,4.6,2.2,13.6,5.9,10.2,7.0,19.8,8.3
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,2,2024,1420,99,2.5,4.4,2.1,13.1,5.7,9.8,6.7,19.2,8.0
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,3,2024,1487,105,2.8,4.8,2.3,14.1,6.1,10.6,7.3,20.5,8.6
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,4,2024,1464,103,2.7,4.7,2.2,13.8,6.0,10.4,7.1,20.1,8.4
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,5,2024,1475,104,2.8,4.7,2.3,14.0,6.0,10.5,7.2,20.3,8.5
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,6,2024,1438,101,2.6,4.5,2.1,13.4,5.8,10.0,6.9,19.5,8.2
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,7,2024,1482,104,2.8,4.8,2.3,14.0,6.1,10.6,7.3,20.4,8.6
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,8,2024,1461,102,2.7,4.6,2.2,13.7,5.9,10.3,7.1,20.0,8.4
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,9,2024,1449,102,2.6,4.6,2.2,13.5,5.9,10.1,7.0,19.7,8.3
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,10,2024,1472,104,2.7,4.7,2.2,13.9,6.0,10.4,7.2,20.2,8.5
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,11,2024,1458,102,2.7,4.6,2.2,13.7,5.9,10.2,7.0,19.9,8.3
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,12,2024,1490,106,2.9,4.9,2.4,14.2,6.2,10.7,7.4,20.6,8.7
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,1,2025,1467,103,2.5,4.3,2.0,12.9,5.6,9.6,6.5,18.8,7.9
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,1,2024,867,60,3.6,6.0,3.0,16.5,6.9,14.0,9.3,24.1,9.8
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,2,2024,845,58,3.4,5.8,2.8,16.0,6.7,13.5,9.0,23.4,9.5
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,3,2024,886,62,3.7,6.2,3.1,17.1,7.1,14.5,9.6,24.9,10.1
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,4,2024,872,61,3.6,6.1,3.0,16.8,7.0,14.2,9.5,24.5,10.0
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,5,2024,879,61,3.7,6.1,3.0,16.9,7.0,14.3,9.5,24.7,10.0
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,6,2024,856,59,3.5,5.9,2.9,16.3,6.8,13.7,9.2,23.7,9.7
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,7,2024,882,62,3.7,6.2,3.1,17.0,7.1,14.4,9.6,24.8,10.1
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,8,2024,869,60,3.6,6.0,3.0,16.6,6.9,14.1,9.4,24.2,9.9
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,9,2024,860,60,3.5,6.0,2.9,16.4,6.9,13.8,9.3,23.9,9.7
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,10,2024,876,61,3.6,6.1,3.0,16.8,7.0,14.3,9.5,24.6,10.0
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,11,2024,868,60,3.6,6.0,3.0,16.6,6.9,14.0,9.3,24.2,9.8
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,12,2024,889,63,3.8,6.3,3.2,17.2,7.2,14.6,9.7,25.0,10.2
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,1,2025,874,61,3.4,5.7,2.7,15.6,6.6,13.2,8.8,23.0,9.4
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,1,2024,1678,118,2.4,4.1,1.9,12.6,5.5,9.1,6.8,18.3,8.0
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,2,2024,1637,115,2.3,3.9,1.8,12.2,5.4,8.8,6.5,17.7,7.8
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,3,2024,1714,121,2.5,4.2,2.0,13.0,5.7,9.4,7.1,18.9,8.3
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,4,2024,1688,119,2.4,4.1,1.9,12.8,5.6,9.2,6.9,18.6,8.1
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,5,2024,1701,120,2.5,4.2,2.0,12.9,5.6,9.3,7.0,18.7,8.2
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,6,2024,1657,117,2.3,4.0,1.9,12.4,5.5,8.9,6.7,18.0,7.9
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,7,2024,1709,120,2.5,4.2,2.0,12.9,5.7,9.4,7.0,18.8,8.2
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,8,2024,1684,118,2.4,4.1,1.9,12.7,5.5,9.2,6.9,18.4,8.1
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,9,2024,1668,117,2.4,4.0,1.9,12.5,5.5,9.0,6.8,18.1,7.9
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,10,2024,1697,119,2.4,4.1,1.9,12.8,5.6,9.3,6.9,18.6,8.1
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,11,2024,1680,118,2.4,4.1,1.9,12.7,5.5,9.1,6.8,18.4,8.0
